kbofID,playerID,yearID,stint,lgID,teamID,POS,G,GS,InnOuts,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS_pct
16598,96503,2003,1,KBO,Lotte,OF,5,3,75,0,0,8,0,0,1,0,0,0,-
16599,96503,2004,1,KBO,Samsung,OF,28,15,438,1,0,25,0,0,0.962,0,0,0,-
16600,96503,2004,1,KBO,Samsung,OF,10,4,153,0,0,13,0,0,1,0,0,0,-
16601,96503,2004,1,KBO,Samsung,OF,3,1,36,0,0,1,0,0,1,0,0,0,-
16602,96503,2004,1,KBO,Samsung,1B,1,0,3,0,0,1,0,0,1,0,0,0,-
16603,96503,2005,1,KBO,Samsung,OF,17,5,171,0,0,12,1,0,1,0,0,0,-
16604,96503,2005,1,KBO,Samsung,OF,12,6,150,0,0,13,1,0,1,0,0,0,-
16605,96503,2005,1,KBO,Samsung,1B,8,0,42,0,0,17,2,0,1,0,0,0,-
16606,96503,2006,1,KBO,Samsung,OF,70,55,1143,0,0,82,2,1,1,0,0,0,-
16607,96503,2006,1,KBO,Samsung,1B,12,6,192,2,0,55,5,4,0.968,0,0,0,-
16608,96503,2006,1,KBO,Samsung,OF,7,3,66,0,0,4,0,0,1,0,0,0,-
16609,96503,2007,1,KBO,Samsung,OF,12,6,159,0,0,10,0,0,1,0,0,0,-
16610,96503,2007,1,KBO,Samsung,1B,12,5,141,0,0,54,2,5,1,0,0,0,-
16611,96503,2007,1,KBO,Samsung,OF,4,1,33,0,0,1,0,0,1,0,0,0,-
16612,96513,2001,1,KBO,Doosan,OF,3,1,36,1,0,4,0,0,0.8,0,0,0,-
16613,96513,2001,1,KBO,Doosan,OF,1,0,6,0,0,0,0,0,-,0,0,0,-
16614,96513,2001,1,KBO,Doosan,OF,1,0,3,0,0,0,0,0,-,0,0,0,-
16615,96570,2001,1,KBO,Doosan,P,84,0,294,0,0,8,17,0,1,0,0,0,-
16616,96570,2002,1,KBO,Doosan,P,65,0,153,2,0,3,10,1,0.867,0,0,0,-
16617,96570,2003,1,KBO,Doosan,P,77,0,99,2,0,2,5,1,0.778,0,0,0,-
16618,96570,2004,1,KBO,Hanwha,P,32,0,42,0,0,1,1,0,1,0,0,0,-
16619,96570,2005,1,KBO,Hanwha,P,77,0,99,0,0,3,6,0,1,0,0,0,-
16620,96570,2006,1,KBO,Hanwha,P,51,0,66,0,0,3,3,0,1,0,0,0,-
16621,96610,2001,1,KBO,KIA,1B,96,69,2061,10,0,721,55,64,0.987,0,0,0,-
16622,96610,2001,1,KBO,KIA,OF,70,64,1401,3,0,98,2,1,0.971,0,0,0,-
16623,96610,2002,1,KBO,KIA,1B,131,131,3456,7,0,1186,80,101,0.995,0,0,0,-
16624,96610,2003,1,KBO,KIA,1B,130,126,3321,4,0,1190,72,105,0.997,0,0,0,-
16625,96610,2003,1,KBO,KIA,OF,5,2,60,0,0,5,0,0,1,0,0,0,-
16626,96610,2004,1,KBO,KIA,1B,93,69,1881,2,0,621,57,71,0.997,0,0,0,-
16627,96610,2004,1,KBO,KIA,OF,62,59,1359,2,0,89,2,0,0.978,0,0,0,-
16628,96610,2005,1,KBO,KIA,1B,103,100,2643,4,0,875,63,85,0.996,0,0,0,-
16629,96610,2005,1,KBO,KIA,OF,10,8,174,0,0,11,0,0,1,0,0,0,-
16630,96610,2006,1,KBO,KIA,1B,123,122,3213,8,0,1098,72,113,0.993,0,0,0,-
16631,96610,2007,1,KBO,KIA,1B,63,57,1557,4,0,539,31,43,0.993,0,0,0,-
16632,96610,2007,1,KBO,KIA,OF,35,35,765,0,0,49,2,0,1,0,0,0,-
16633,96610,2008,1,KBO,KIA,1B,70,64,1686,4,0,620,61,63,0.994,0,0,0,-
16634,96610,2008,1,KBO,KIA,OF,8,8,195,0,0,11,1,0,1,0,0,0,-
16635,96610,2009,1,KBO,KIA,OF,55,49,1104,1,0,62,4,0,0.985,0,0,0,-
16636,96610,2009,1,KBO,KIA,1B,9,4,153,1,0,36,3,2,0.975,0,0,0,-
16637,96610,2010,1,KBO,Hanwha,1B,71,69,1701,5,0,584,42,56,0.992,0,0,0,-
16638,96610,2011,1,KBO,Hanwha,1B,69,67,1647,2,0,511,32,44,0.996,0,0,0,-
16639,96610,2012,1,KBO,Hanwha,1B,51,36,996,3,0,322,30,32,0.992,0,0,0,-
16640,96610,2013,1,KBO,Lotte,1B,16,15,354,1,0,119,14,11,0.993,0,0,0,-
16641,96610,2013,1,KBO,Lotte,OF,1,1,18,0,0,1,0,0,1,0,0,0,-
16642,96610,2015,1,KBO,KT,1B,8,3,123,0,0,45,0,4,1,0,0,0,-
16643,96616,2001,1,KBO,KIA,2B,99,95,2487,7,0,224,322,67,0.987,0,0,0,-
16644,96616,2002,1,KBO,KIA,2B,131,129,3414,9,0,286,421,83,0.987,0,0,0,-
16645,96616,2003,1,KBO,KIA,2B,123,120,3114,7,0,312,408,88,0.99,0,0,0,-
16646,96616,2004,1,KBO,KIA,2B,106,98,2535,4,0,246,303,82,0.993,0,0,0,-
16647,96616,2004,1,KBO,KIA,SS,41,34,891,6,0,43,95,28,0.958,0,0,0,-
16648,96616,2005,1,KBO,KIA,SS,75,66,1764,8,0,125,201,46,0.976,0,0,0,-
16649,96616,2005,1,KBO,KIA,2B,47,43,1095,7,0,119,148,42,0.974,0,0,0,-
16650,96616,2006,1,KBO,KIA,2B,69,55,1515,3,0,140,186,48,0.991,0,0,0,-
16651,96616,2006,1,KBO,KIA,SS,44,34,981,4,0,65,116,24,0.978,0,0,0,-
16652,96616,2007,1,KBO,KIA,SS,61,54,1431,7,0,102,201,46,0.977,0,0,0,-
16653,96616,2007,1,KBO,KIA,2B,35,27,660,3,0,54,82,11,0.978,0,0,0,-
16654,96616,2008,1,KBO,KIA,2B,112,92,2448,2,0,192,324,67,0.996,0,0,0,-
16655,96616,2008,1,KBO,KIA,SS,9,2,114,2,0,11,15,4,0.929,0,0,0,-
16656,96616,2008,1,KBO,KIA,1B,1,0,6,0,0,5,0,0,1,0,0,0,-
16657,96616,2009,1,KBO,KIA,2B,46,24,798,3,0,54,110,22,0.982,0,0,0,-
16658,96616,2009,1,KBO,KIA,SS,5,3,66,1,0,3,7,1,0.909,0,0,0,-
16659,96624,2001,1,KBO,KIA,C,15,2,150,1,0,28,3,0,0.969,0,8,3,27.3
16660,96624,2002,1,KBO,KIA,C,1,0,12,0,0,4,1,0,1,0,0,1,100
16661,96704,2001,1,KBO,Hanwha,OF,2,0,6,0,0,0,0,0,-,0,0,0,-
16662,96704,2001,1,KBO,Hanwha,OF,1,0,3,0,0,0,0,0,-,0,0,0,-
16663,96704,2002,1,KBO,Hanwha,OF,10,4,75,0,0,4,1,0,1,0,0,0,-
16664,96704,2002,1,KBO,Hanwha,OF,7,0,39,0,0,6,0,0,1,0,0,0,-
16665,96704,2002,1,KBO,Hanwha,OF,5,2,78,0,0,8,0,0,1,0,0,0,-
16666,96704,2003,1,KBO,Lotte,OF,15,9,246,2,0,14,2,0,0.889,0,0,0,-
16667,96704,2003,1,KBO,Lotte,OF,15,5,135,0,0,15,0,0,1,0,0,0,-
16668,96704,2003,1,KBO,Lotte,OF,7,6,108,0,0,13,0,0,1,0,0,0,-
16669,96704,2004,1,KBO,Lotte,OF,8,1,57,0,0,4,0,0,1,0,0,0,-
16670,96704,2004,1,KBO,Lotte,OF,3,0,18,0,0,1,0,0,1,0,0,0,-
16671,96704,2005,1,KBO,Lotte,OF,14,1,93,0,0,2,1,0,1,0,0,0,-
16672,96704,2005,1,KBO,Lotte,OF,10,3,72,0,0,5,0,0,1,0,0,0,-
16673,96704,2005,1,KBO,Lotte,OF,7,2,78,0,0,7,0,0,1,0,0,0,-
16674,96720,2001,1,KBO,Hyundai,P,25,0,51,1,0,1,2,0,0.75,0,0,0,-
16675,96720,2002,1,KBO,Hyundai,P,64,3,222,1,0,5,13,2,0.947,0,0,0,-
16676,96720,2003,1,KBO,Hyundai,P,72,0,177,0,0,3,10,0,1,0,0,0,-
16677,96720,2004,1,KBO,Hyundai,P,81,0,183,0,0,4,15,1,1,0,0,0,-
16678,96720,2007,1,KBO,Hyundai,P,6,0,6,0,0,0,0,0,-,0,0,0,-
16679,96720,2008,1,KBO,Woori,P,4,0,12,0,0,0,1,0,1,0,0,0,-
16680,96720,2009,1,KBO,Woori,P,26,0,33,1,0,0,1,0,0.5,0,0,0,-
16681,96720,2010,1,KBO,LG,P,76,0,177,0,0,6,10,0,1,0,0,0,-
16682,96720,2011,1,KBO,LG,P,77,0,135,0,0,2,5,1,1,0,0,0,-
16683,96720,2012,1,KBO,LG,P,73,0,165,1,0,1,10,0,0.917,0,0,0,-
16684,96720,2013,1,KBO,LG,P,64,0,99,1,0,1,5,0,0.857,0,0,0,-
16685,96720,2014,1,KBO,LG,P,12,0,24,0,0,1,2,0,1,0,0,0,-
16686,96722,2003,1,KBO,Hanwha,C,32,12,414,2,0,91,7,2,0.98,0,13,4,23.5
16687,96722,2004,1,KBO,Hanwha,C,48,25,759,4,0,174,7,0,0.978,2,17,5,22.7
16688,96722,2005,1,KBO,Hanwha,C,61,27,849,6,0,177,14,0,0.97,4,28,7,20
16689,96722,2006,1,KBO,Hanwha,C,78,37,1152,3,0,294,13,3,0.99,3,35,6,14.6
16690,96722,2007,1,KBO,Hanwha,C,74,37,1056,3,0,232,17,3,0.988,3,38,14,26.9
16691,96722,2008,1,KBO,Samsung,C,31,8,393,1,0,101,7,0,0.991,3,24,6,20
16692,96722,2011,1,KBO,LG,C,23,13,306,2,0,96,3,0,0.98,1,15,2,11.8
16693,96722,2012,1,KBO,LG,C,43,23,669,1,0,148,6,0,0.994,1,32,4,11.1
16694,96723,2001,1,KBO,Doosan,3B,59,42,1197,5,0,41,89,6,0.963,0,0,0,-
16695,96723,2001,1,KBO,Doosan,SS,29,19,498,8,0,40,63,12,0.928,0,0,0,-
16696,96723,2001,1,KBO,Doosan,2B,7,6,126,1,0,12,15,2,0.964,0,0,0,-
16697,96723,2001,1,KBO,Doosan,1B,6,1,57,0,0,17,2,2,1,0,0,0,-
16698,96723,2002,1,KBO,Doosan,3B,78,18,795,4,0,23,68,2,0.958,0,0,0,-
16699,96723,2002,1,KBO,Doosan,SS,46,29,699,5,0,31,84,12,0.958,0,0,0,-
16700,96723,2002,1,KBO,Doosan,1B,4,1,45,1,0,15,2,2,0.944,0,0,0,-
16701,96723,2002,1,KBO,Doosan,2B,1,1,21,0,0,2,4,1,1,0,0,0,-
16702,96723,2003,1,KBO,Doosan,3B,99,89,2382,11,0,77,187,19,0.96,0,0,0,-
16703,96723,2003,1,KBO,Doosan,1B,23,15,423,0,0,133,18,10,1,0,0,0,-
16704,96723,2003,1,KBO,Doosan,SS,6,6,135,2,0,7,12,2,0.905,0,0,0,-
16705,96723,2004,1,KBO,Doosan,1B,59,14,648,1,0,189,22,21,0.995,0,0,0,-
16706,96723,2004,1,KBO,Doosan,3B,31,17,483,2,0,14,47,5,0.968,0,0,0,-
16707,96723,2004,1,KBO,Doosan,SS,15,7,180,1,0,8,25,6,0.971,0,0,0,-
16708,96723,2005,1,KBO,Doosan,3B,52,30,807,3,0,18,76,6,0.969,0,0,0,-
16709,96723,2005,1,KBO,Doosan,1B,45,5,330,0,0,99,11,16,1,0,0,0,-
16710,96723,2005,1,KBO,Doosan,2B,1,0,6,0,0,0,0,0,-,0,0,0,-
16711,96723,2006,1,KBO,Hyundai,2B,48,45,969,2,0,70,89,17,0.988,0,0,0,-
16712,96723,2006,1,KBO,Hyundai,3B,7,3,93,0,0,5,10,0,1,0,0,0,-
16713,96723,2006,1,KBO,Hyundai,1B,5,3,75,0,0,28,1,1,1,0,0,0,-
16714,96723,2006,1,KBO,Hyundai,SS,1,0,6,0,0,0,0,0,-,0,0,0,-
16715,96723,2007,1,KBO,Hyundai,1B,11,3,111,0,0,40,0,2,1,0,0,0,-
16716,96723,2007,1,KBO,Hyundai,3B,7,2,75,0,0,3,5,0,1,0,0,0,-
16717,96723,2007,1,KBO,Hyundai,2B,6,0,45,1,0,5,4,0,0.9,0,0,0,-
16718,96734,2001,1,KBO,Hanwha,OF,74,64,1611,0,0,111,2,0,1,0,0,0,-
16719,96734,2001,1,KBO,Hanwha,1B,29,22,522,1,0,170,9,12,0.994,0,0,0,-
16720,96734,2002,1,KBO,Hanwha,OF,110,103,2574,1,0,186,2,1,0.995,0,0,0,-
16721,96734,2002,1,KBO,Hanwha,1B,28,17,468,0,0,153,9,9,1,0,0,0,-
16722,96734,2003,1,KBO,Hanwha,OF,130,127,3285,2,0,248,1,0,0.992,0,0,0,-
16723,96734,2003,1,KBO,Hanwha,1B,5,1,51,0,0,13,1,1,1,0,0,0,-
16724,96734,2004,1,KBO,Hanwha,OF,115,112,2775,7,0,212,5,0,0.969,0,0,0,-
16725,96734,2004,1,KBO,Hanwha,1B,3,1,39,0,0,12,0,1,1,0,0,0,-
16726,96734,2007,1,KBO,Hanwha,OF,74,66,1725,0,0,111,2,1,1,0,0,0,-
16727,96734,2008,1,KBO,Hanwha,OF,43,41,933,0,0,62,0,0,1,0,0,0,-
16728,96734,2008,1,KBO,Hanwha,1B,5,0,30,0,0,9,0,3,1,0,0,0,-
16729,96734,2009,1,KBO,Hanwha,1B,27,21,576,0,0,175,9,15,1,0,0,0,-
16730,96734,2009,1,KBO,Hanwha,OF,9,9,117,0,0,4,0,0,1,0,0,0,-
16731,96761,2001,1,KBO,Hanwha,OF,89,81,1926,1,0,148,3,2,0.993,0,0,0,-
16732,96761,2002,1,KBO,Hanwha,OF,124,120,3093,6,0,237,9,4,0.976,0,0,0,-
16733,96761,2002,1,KBO,Hanwha,OF,4,3,72,0,0,4,0,0,1,0,0,0,-
16734,96761,2003,1,KBO,Hanwha,OF,74,70,1863,2,0,169,3,1,0.989,0,0,0,-
16735,96761,2003,1,KBO,Hanwha,OF,4,3,51,0,0,9,0,0,1,0,0,0,-
16736,96761,2004,1,KBO,Hyundai,OF,120,119,2907,2,0,218,6,1,0.991,0,0,0,-
16737,96761,2004,1,KBO,Hyundai,OF,27,5,258,0,0,20,0,0,1,0,0,0,-
16738,96761,2004,1,KBO,Hyundai,OF,24,6,231,0,0,22,0,0,1,0,0,0,-
16739,96761,2005,1,KBO,Hyundai,OF,107,100,2628,3,0,210,4,1,0.986,0,0,0,-
16740,96761,2005,1,KBO,Hyundai,OF,20,14,375,0,0,31,0,0,1,0,0,0,-
16741,96761,2006,1,KBO,Hyundai,OF,67,62,1425,3,0,108,2,2,0.973,0,0,0,-
16742,96761,2006,1,KBO,Hyundai,OF,67,21,747,0,0,44,2,0,1,0,0,0,-
16743,96761,2006,1,KBO,Hyundai,OF,37,34,795,0,0,56,0,0,1,0,0,0,-
16744,96761,2007,1,KBO,Hyundai,OF,79,48,1344,2,0,101,3,0,0.981,0,0,0,-
16745,96761,2007,1,KBO,Hyundai,OF,64,46,1176,0,0,73,1,0,1,0,0,0,-
16746,96761,2007,1,KBO,Hyundai,OF,18,17,372,0,0,37,3,1,1,0,0,0,-
16747,96761,2008,1,KBO,Woori,OF,108,105,2637,3,0,239,4,3,0.988,0,0,0,-
16748,96761,2008,1,KBO,Woori,OF,1,1,24,0,0,0,0,0,-,0,0,0,-
16749,96761,2008,1,KBO,Woori,OF,1,0,15,0,0,2,0,0,1,0,0,0,-
16750,96761,2009,1,KBO,Woori,OF,89,86,2181,2,0,169,3,2,0.989,0,0,0,-
16751,96761,2009,1,KBO,Woori,OF,20,18,489,3,0,39,0,0,0.929,0,0,0,-
16752,96761,2010,1,KBO,Nexen,OF,73,58,1539,3,0,120,5,1,0.977,0,0,0,-
16753,96761,2011,1,KBO,Nexen,OF,48,33,918,1,0,60,2,2,0.984,0,0,0,-
16754,96761,2011,1,KBO,Nexen,OF,15,8,264,0,0,16,1,0,1,0,0,0,-
16755,96761,2011,1,KBO,Nexen,OF,12,11,285,0,0,18,0,0,1,0,0,0,-
16756,96761,2012,1,KBO,Nexen,OF,6,4,123,0,0,8,0,0,1,0,0,0,-
16757,96761,2012,1,KBO,Nexen,OF,5,3,90,0,0,7,0,0,1,0,0,0,-
16758,96761,2013,1,KBO,Nexen,OF,10,3,102,0,0,14,0,0,1,0,0,0,-
16759,96761,2013,1,KBO,Nexen,OF,7,2,63,0,0,1,1,1,1,0,0,0,-
16760,96761,2013,1,KBO,Nexen,OF,1,0,3,0,0,1,0,0,1,0,0,0,-
16761,96766,2002,1,KBO,Hanwha,2B,125,109,2793,6,0,178,311,47,0.988,0,0,0,-
16762,96766,2002,1,KBO,Hanwha,3B,1,0,3,0,0,0,0,0,-,0,0,0,-
16763,96766,2003,1,KBO,Hanwha,2B,97,71,1905,5,0,166,179,45,0.986,0,0,0,-
16764,96766,2003,1,KBO,Hanwha,3B,1,0,12,1,0,1,0,0,0.5,0,0,0,-
16765,96766,2004,1,KBO,Hanwha,2B,109,105,2427,4,0,236,254,66,0.992,0,0,0,-
16766,96766,2005,1,KBO,Hanwha,2B,19,13,294,3,0,23,28,5,0.944,0,0,0,-
16767,96777,2001,1,KBO,Hanwha,OF,82,56,1545,3,0,100,6,0,0.972,0,0,0,-
16768,96777,2001,1,KBO,Hanwha,OF,44,32,807,3,0,69,5,1,0.961,0,0,0,-
16769,96777,2001,1,KBO,Hanwha,OF,19,4,210,1,0,21,1,0,0.957,0,0,0,-
16770,96777,2002,1,KBO,Hanwha,OF,49,21,699,1,0,45,4,1,0.98,0,0,0,-
16771,96777,2002,1,KBO,Hanwha,OF,39,16,588,0,0,44,1,0,1,0,0,0,-
16772,96777,2002,1,KBO,Hanwha,OF,16,7,207,0,0,21,0,0,1,0,0,0,-
16773,96777,2003,1,KBO,Hanwha,OF,119,84,2301,3,0,224,5,1,0.987,0,0,0,-
16774,96777,2004,1,KBO,Hanwha,OF,44,16,543,1,0,57,1,0,0.983,0,0,0,-
16775,96777,2004,1,KBO,Hanwha,OF,33,14,468,0,0,45,0,0,1,0,0,0,-
16776,96777,2004,1,KBO,Hanwha,OF,23,4,180,0,0,14,1,0,1,0,0,0,-
16777,96777,2005,1,KBO,Hanwha,OF,61,26,876,0,0,59,0,0,1,0,0,0,-
16778,96777,2005,1,KBO,Hanwha,OF,28,10,420,1,0,38,2,1,0.976,0,0,0,-
16779,96777,2005,1,KBO,Hanwha,OF,24,20,474,1,0,38,1,0,0.975,0,0,0,-
16780,96777,2006,1,KBO,Hanwha,OF,70,4,558,0,0,30,2,0,1,0,0,0,-
16781,96777,2006,1,KBO,Hanwha,OF,32,7,375,1,0,28,2,2,0.968,0,0,0,-
16782,96777,2006,1,KBO,Hanwha,OF,6,0,39,0,0,2,0,0,1,0,0,0,-
16783,96777,2007,1,KBO,Hanwha,OF,24,4,285,0,0,20,0,0,1,0,0,0,-
16784,96777,2007,1,KBO,Hanwha,OF,11,4,102,1,0,4,0,0,0.8,0,0,0,-
16785,96777,2008,1,KBO,Hanwha,OF,6,5,129,0,0,11,0,0,1,0,0,0,-
16786,96777,2008,1,KBO,Hanwha,OF,1,0,3,0,0,0,0,0,-,0,0,0,-
16787,96777,2008,1,KBO,Hanwha,OF,1,0,6,0,0,0,0,0,-,0,0,0,-
16788,96825,2001,1,KBO,LG,1B,2,0,6,0,0,0,0,0,-,0,0,0,-
16789,96825,2002,1,KBO,LG,1B,5,0,27,0,0,9,0,3,1,0,0,0,-
16790,96847,2002,1,KBO,SK,P,1,0,0,0,0,0,0,0,-,0,0,0,-
16791,96849,2001,1,KBO,SK,P,6,4,42,0,0,1,3,1,1,0,0,0,-
16792,97103,2001,1,KBO,LG,2B,57,38,999,3,0,91,107,30,0.985,0,0,0,-
16793,97103,2001,1,KBO,LG,3B,28,10,333,2,0,11,27,1,0.95,0,0,0,-
16794,97103,2001,1,KBO,LG,SS,11,0,72,1,0,3,10,0,0.929,0,0,0,-
16795,97103,2002,1,KBO,LG,2B,67,48,1284,4,0,109,134,36,0.984,0,0,0,-
16796,97103,2002,1,KBO,LG,SS,35,18,444,3,0,26,48,7,0.961,0,0,0,-
16797,97103,2002,1,KBO,LG,3B,31,9,381,2,0,17,25,2,0.955,0,0,0,-
16798,97103,2003,1,KBO,LG,2B,43,13,483,0,0,48,49,11,1,0,0,0,-
16799,97103,2003,1,KBO,LG,3B,9,3,69,1,0,3,4,0,0.875,0,0,0,-
16800,97103,2003,1,KBO,LG,SS,5,1,54,1,0,2,4,0,0.857,0,0,0,-
16801,97103,2004,1,KBO,KIA,3B,86,62,1620,8,0,71,107,15,0.957,0,0,0,-
16802,97103,2004,1,KBO,KIA,2B,33,15,465,0,0,53,57,21,1,0,0,0,-
16803,97103,2004,1,KBO,KIA,SS,2,1,21,0,0,3,0,0,1,0,0,0,-
16804,97103,2005,1,KBO,KIA,2B,67,57,1410,5,0,140,153,38,0.983,0,0,0,-
16805,97103,2005,1,KBO,KIA,3B,38,31,783,10,0,21,56,5,0.885,0,0,0,-
16806,97103,2006,1,KBO,KIA,2B,59,54,1170,7,0,115,153,30,0.975,0,0,0,-
16807,97103,2006,1,KBO,KIA,OF,28,28,621,2,0,53,2,0,0.965,0,0,0,-
16808,97103,2006,1,KBO,KIA,OF,4,2,60,0,0,5,0,0,1,0,0,0,-
16809,97103,2007,1,KBO,KIA,2B,88,75,1917,3,0,181,248,61,0.993,0,0,0,-
16810,97103,2007,1,KBO,KIA,OF,3,0,18,0,0,1,0,0,1,0,0,0,-
16811,97103,2008,1,KBO,Samsung,2B,23,9,267,1,0,14,35,7,0.98,0,0,0,-
16812,97103,2008,1,KBO,Samsung,3B,8,3,84,1,0,4,8,0,0.923,0,0,0,-
16813,97103,2008,1,KBO,Samsung,SS,7,3,108,0,0,2,13,2,1,0,0,0,-
16814,97103,2008,1,KBO,Samsung,1B,4,1,54,0,0,25,0,0,1,0,0,0,-
16815,97103,2009,1,KBO,SK,3B,3,3,69,0,0,0,6,0,1,0,0,0,-
16816,97103,2009,1,KBO,SK,1B,3,2,27,0,0,7,3,0,1,0,0,0,-
16817,97103,2010,1,KBO,Hanwha,3B,24,18,414,2,0,11,34,3,0.957,0,0,0,-
16818,97103,2010,1,KBO,Hanwha,2B,1,0,3,0,0,0,0,0,-,0,0,0,-
16819,97109,2001,1,KBO,LG,OF,133,131,3447,7,0,307,8,3,0.978,0,0,0,-
16820,97109,2002,1,KBO,LG,OF,106,103,2667,3,0,208,2,2,0.986,0,0,0,-
16821,97109,2003,1,KBO,LG,OF,41,41,957,0,0,99,2,1,1,0,0,0,-
16822,97109,2003,1,KBO,LG,1B,8,1,87,0,0,28,1,2,1,0,0,0,-
16823,97109,2004,1,KBO,LG,OF,125,120,2997,4,0,256,9,3,0.985,0,0,0,-
16824,97109,2004,1,KBO,LG,1B,11,3,108,0,0,33,3,6,1,0,0,0,-
16825,97109,2005,1,KBO,LG,OF,80,78,1941,1,0,167,5,1,0.994,0,0,0,-
16826,97109,2005,1,KBO,LG,OF,29,28,726,0,0,59,4,0,1,0,0,0,-
16827,97109,2005,1,KBO,LG,1B,4,0,21,0,0,3,1,0,1,0,0,0,-
16828,97109,2006,1,KBO,LG,OF,114,114,2889,2,0,246,5,2,0.992,0,0,0,-
16829,97109,2006,1,KBO,LG,1B,5,0,36,1,0,9,1,1,0.909,0,0,0,-
16830,97109,2010,1,KBO,LG,OF,83,75,1902,0,0,153,9,1,1,0,0,0,-
16831,97109,2010,1,KBO,LG,OF,33,23,636,0,0,37,5,3,1,0,0,0,-
16832,97109,2010,1,KBO,LG,OF,5,2,60,0,0,4,0,0,1,0,0,0,-
16833,97109,2010,1,KBO,LG,1B,1,0,3,0,0,0,0,0,-,0,0,0,-
16834,97109,2011,1,KBO,LG,OF,65,49,1302,1,0,97,3,1,0.99,0,0,0,-
16835,97109,2011,1,KBO,LG,OF,59,49,1194,0,0,84,3,1,1,0,0,0,-
16836,97109,2011,1,KBO,LG,OF,28,17,474,0,0,37,0,0,1,0,0,0,-
16837,97109,2012,1,KBO,LG,OF,57,50,1323,1,0,90,3,1,0.989,0,0,0,-
16838,97109,2012,1,KBO,LG,OF,28,19,465,1,0,35,0,0,0.972,0,0,0,-
16839,97109,2012,1,KBO,LG,OF,10,7,186,0,0,12,0,0,1,0,0,0,-
16840,97109,2012,1,KBO,LG,1B,1,0,6,0,0,1,0,0,1,0,0,0,-
16841,97109,2013,1,KBO,LG,OF,36,32,813,1,0,58,2,0,0.984,0,0,0,-
16842,97109,2013,1,KBO,LG,OF,7,7,141,0,0,14,0,0,1,0,0,0,-
16843,97109,2013,1,KBO,LG,OF,4,1,42,0,0,2,0,0,1,0,0,0,-
16844,97109,2013,1,KBO,LG,1B,1,0,6,0,0,3,0,1,1,0,0,0,-
16845,97109,2014,1,KBO,LG,OF,16,13,312,0,0,23,2,0,1,0,0,0,-
16846,97109,2014,1,KBO,LG,OF,13,7,192,0,0,13,0,0,1,0,0,0,-
16847,97109,2014,1,KBO,LG,OF,2,1,21,0,0,3,0,0,1,0,0,0,-
16848,97109,2014,1,KBO,LG,1B,1,0,3,0,0,0,1,0,1,0,0,0,-
16849,97109,2015,1,KBO,LG,OF,3,2,39,0,0,3,0,0,1,0,0,0,-
16850,97111,2001,1,KBO,LG,P,45,8,321,1,1,6,15,3,0.955,0,0,0,-
16851,97111,2002,1,KBO,LG,P,21,19,297,0,1,5,16,1,1,0,0,0,-
16852,97111,2005,1,KBO,LG,P,28,9,165,0,0,6,6,0,1,0,0,0,-
16853,97111,2006,1,KBO,LG,P,55,0,189,1,1,2,12,1,0.933,0,0,0,-
16854,97111,2007,1,KBO,LG,P,67,0,270,0,2,6,19,3,1,0,0,0,-
16855,97111,2008,1,KBO,LG,P,21,0,96,0,1,3,7,0,1,0,0,0,-
16856,97111,2009,1,KBO,LG,P,3,0,12,0,0,0,0,0,-,0,0,0,-
16857,97126,2001,1,KBO,LG,P,14,10,129,1,1,2,5,0,0.875,0,0,0,-
16858,97126,2002,1,KBO,LG,P,59,0,303,1,0,7,10,0,0.944,0,0,0,-
16859,97126,2003,1,KBO,LG,P,39,13,306,0,0,2,7,1,1,0,0,0,-
16860,97126,2004,1,KBO,LG,P,28,27,456,1,0,4,17,2,0.955,0,0,0,-
16861,97126,2005,1,KBO,LG,P,27,12,252,0,0,3,19,1,1,0,0,0,-
16862,97126,2006,1,KBO,KIA,P,29,8,159,1,0,2,3,0,0.833,0,0,0,-
16863,97126,2008,1,KBO,KIA,P,21,0,60,0,0,2,6,0,1,0,0,0,-
16864,97133,2001,1,KBO,Hyundai,P,24,24,477,2,0,8,30,5,0.95,0,0,0,-
16865,97133,2002,1,KBO,Hyundai,P,21,20,315,0,0,7,10,0,1,0,0,0,-
16866,97133,2003,1,KBO,Hyundai,P,4,4,39,0,0,1,6,0,1,0,0,0,-
16867,97133,2004,1,KBO,Hyundai,P,2,2,9,0,0,0,1,0,1,0,0,0,-
16868,97133,2005,1,KBO,Hyundai,P,3,2,9,0,0,0,0,0,-,0,0,0,-
16869,97133,2006,1,KBO,Hyundai,P,1,0,3,0,0,0,0,0,-,0,0,0,-
16870,97140,2001,1,KBO,LG,P,30,0,81,0,1,3,3,0,1,0,0,0,-
16871,97140,2002,1,KBO,LG,P,11,0,33,0,0,1,1,0,1,0,0,0,-
16872,97140,2003,1,KBO,LG,P,68,0,318,2,0,5,26,1,0.939,0,0,0,-
16873,97140,2004,1,KBO,LG,P,24,0,54,0,0,2,3,1,1,0,0,0,-
16874,97157,2001,1,KBO,SK,3B,110,104,2523,16,0,57,167,17,0.933,0,0,0,-
16875,97157,2001,1,KBO,SK,1B,28,4,252,1,0,92,10,9,0.99,0,0,0,-
16876,97157,2002,1,KBO,SK,3B,5,5,132,1,0,3,9,0,0.923,0,0,0,-
16877,97157,2003,1,KBO,SK,3B,76,47,1368,9,0,30,109,4,0.939,0,0,0,-
